generation,N_shifts,logPrior,logLik,eventRate,acceptRate
2310000,1,14.2019,80.2753,0.55958,0.374067
2320000,0,5.89977,65.336,0.40356,0.3745
2330000,5,38.0367,82.7335,1.88078,0.3759
2340000,0,7.31391,68.9892,0.0632264,0.3773
2350000,1,9.95122,65.4006,0.548831,0.41564
2360000,0,5.67012,64.7583,0.272659,0.4053
2370000,2,16.7141,64.7326,1.52383,0.3728
2380000,0,6.89223,73.5452,0.531584,0.3794
2390000,2,20.3438,77.282,1.81786,0.394867
2400000,1,13.8995,53.4873,0.608234,0.4057
2410000,0,5.3646,64.0416,1.97209,0.371133
2420000,3,20.4969,70.8292,3.81575,0.389352
2430000,0,6.78264,60.4055,0.0892333,0.3662
2440000,0,6.29349,68.7588,0.65532,0.3936
2450000,4,28.1,63.5287,2.69904,0.374275
2460000,0,6.1438,73.3548,0.33347,0.3735
2470000,0,5.95532,75.7194,1.26934,0.3841
2480000,0,6.82562,76.3169,0.0143248,0.392975
2490000,5,33.2791,68.9761,3.95506,0.3993
2500000,8,55.1543,74.3778,3.43782,0.37554
2510000,0,7.08764,76.0269,0.234125,0.376138
2520000,0,6.55469,71.5647,0.306028,0.3942
2530000,0,6.92636,71.2089,0.288129,0.40175
2540000,3,23.8406,72.633,1.33228,0.376043
2550000,1,12.0982,69.32,0.754455,0.3676
2560000,0,6.92433,74.2538,0.207375,0.3704
2570000,0,6.25936,70.7685,0.0841886,0.374433
2580000,0,7.04397,73.0859,0.266576,0.3738
2590000,0,7.24836,77.2685,0.168798,0.3849
2600000,0,7.04137,77.1991,0.351068,0.387533
2610000,0,7.24326,69.2503,0.149549,0.3834
2620000,0,7.31571,71.1897,0.0069298,0.3945
2630000,1,12.3869,73.7662,1.02833,0.3681
2640000,2,18.7055,45.9724,1.63199,0.384
2650000,2,17.8849,60.8018,1.38986,0.382508
2660000,5,31.5051,69.6578,2.59105,0.399154
2670000,0,4.95566,57.2576,0.333662,0.4255
2680000,0,7.45831,80.6938,0.00152578,0.38292
2690000,0,6.39739,74.4114,0.12959,0.40815
2700000,1,11.8373,53.9699,1.06193,0.411567
2710000,0,6.16572,58.1566,0.0917834,0.4232
2720000,0,5.73613,66.2657,1.07798,0.405167
2730000,0,5.82808,72.628,0.78959,0.395367
2740000,1,12.236,84.4709,1.15228,0.37705
2750000,3,21.5068,60.6354,3.44356,0.3725
2760000,0,7.34153,77.6734,0.0716075,0.373238
2770000,3,25.6955,80.652,1.42668,0.393
2780000,1,12.4389,80.0128,1.22252,0.394429
2790000,1,12.031,71.2379,1.38294,0.37842
2800000,0,4.67666,57.6307,1.51772,0.38565
2810000,0,6.9991,68.1806,0.0674829,0.38925
2820000,0,6.91861,59.7526,0.348658,0.3929
2830000,1,13.7939,60.6542,0.405777,0.3994
2840000,0,6.5109,78.2253,0.751016,0.3768
2850000,0,5.45533,79.7274,0.46529,0.381
2860000,0,6.51404,74.5673,0.700051,0.3639
2870000,1,10.5786,56.1655,1.96247,0.384467
2880000,0,4.95426,67.268,1.36318,0.387525
2890000,0,7.29057,78.0268,0.0318432,0.396067
2900000,1,12.8237,70.2517,0.716751,0.3856
2910000,1,13.3635,65.9284,0.0937385,0.38945
2920000,1,12.0285,82.4676,0.576769,0.3777
2930000,1,13.9775,69.678,0.29298,0.3735
2940000,0,6.93171,74.8453,0.291827,0.377032
2950000,0,6.82811,72.7986,0.532552,0.3778
2960000,3,23.2689,64.4615,1.14311,0.390833
2970000,2,19.9402,70.8538,0.801291,0.380643
2980000,0,6.48946,69.8555,0.875344,0.3778
2990000,1,13.7967,72.2043,0.612823,0.3979
3000000,0,6.82507,56.0143,0.479494,0.3761
3010000,0,6.52655,72.7754,0.25897,0.373943
3020000,1,12.4665,71.2734,0.749319,0.4019
3030000,0,7.05905,83.7509,0.37452,0.36355
3040000,0,6.09411,60.7869,0.886124,0.392725
3050000,3,25.5109,76.4318,2.2822,0.376525
3060000,0,6.52568,74.2757,0.666772,0.41785
3070000,2,16.8461,76.8936,3.5998,0.3831
3080000,0,5.5569,69.2342,1.50992,0.383
3090000,0,7.07479,81.2062,0.255372,0.381667
3100000,1,8.56042,72.8468,1.11611,0.37632
3110000,6,46.06,75.4403,1.46969,0.38465
3120000,1,13.7749,78.9208,0.197126,0.38295
3130000,1,11.0427,71.0502,0.249941,0.3841
3140000,0,6.72931,62.9091,0.654101,0.37555
3150000,0,6.22971,76.8611,1.17233,0.39415
3160000,0,6.93838,75.551,0.266897,0.382321
3170000,1,13.3113,67.2932,0.522054,0.3804
3180000,0,5.77114,70.4666,0.786121,0.3613
3190000,0,6.85165,70.3113,0.209398,0.377875
3200000,1,14.1334,69.9396,0.0895175,0.3828
3210000,2,19.9106,82.0893,0.848997,0.38885
3220000,0,6.66856,69.9467,0.313483,0.382492
3230000,1,12.6705,42.5226,0.723096,0.3944
3240000,0,7.16476,59.7006,0.149075,0.374375
3250000,0,7.27318,72.6129,0.0237933,0.3795
3260000,2,18.1125,66.5953,2.34181,0.3685
3270000,0,4.00487,59.7878,2.01302,0.4074
3280000,0,5.55347,65.6405,0.412228,0.4099
3290000,1,13.6074,62.9891,0.68604,0.3826
3300000,1,13.153,60.2262,0.736464,0.3937
3310000,1,11.6297,68.9396,0.686489,0.407633
3320000,0,5.21695,59.6885,0.0367509,0.388927
3330000,0,5.98258,67.5583,0.86611,0.395933
3340000,0,6.30067,53.5627,0.467349,0.403
3350000,3,23.4388,71.8415,1.60468,0.374733
3360000,1,11.7744,64.7043,0.657237,0.4168
3370000,0,6.16456,72.0702,0.776003,0.38045
3380000,2,19.9567,78.2399,1.72089,0.3617
3390000,2,15.874,65.7233,0.920996,0.416575
3400000,0,7.18566,63.5321,0.15609,0.39845
3410000,0,6.29525,64.2527,0.310451,0.4146
3420000,0,5.76188,70.8416,0.739612,0.379575
3430000,0,6.74683,52.0176,0.496096,0.394033
3440000,2,19.7439,72.1909,1.01322,0.3959
3450000,0,6.54358,73.8967,0.400679,0.3921
3460000,0,7.31601,79.8912,0.0456825,0.371575
3470000,3,25.2656,67.9368,0.788863,0.389292
3480000,0,7.23424,70.2474,0.0217845,0.3792
3490000,0,6.54691,72.1291,0.831912,0.368567
3500000,1,11.5354,62.7984,1.89297,0.3507
3510000,0,6.73601,70.2402,0.112218,0.3732
3520000,2,18.5984,67.8063,2.48164,0.3714
3530000,2,14.7142,73.4332,1.26832,0.37175
3540000,0,5.12977,57.5429,0.306846,0.394
3550000,0,6.92413,67.8266,0.297362,0.364767
3560000,2,17.6388,76.413,1.99028,0.3779
3570000,0,6.37046,76.4825,0.212034,0.3526
3580000,1,12.1508,78.944,0.280261,0.3685
3590000,2,18.8106,82.7355,0.665861,0.37026
3600000,0,7.23714,71.6421,0.0810978,0.361
3610000,0,4.46113,70.6467,1.86715,0.379633
3620000,2,16.7348,73.6413,2.23145,0.3595
3630000,0,7.02028,72.8175,0.290958,0.382833
3640000,1,13.7065,68.7024,0.680625,0.3677
3650000,2,18.6205,77.543,0.883402,0.3739
3660000,1,12.4358,64.2534,0.254293,0.376225
3670000,2,17.0981,84.1355,0.594468,0.357
3680000,0,4.02938,63.3136,1.65742,0.3801
3690000,0,6.70648,81.5132,0.690382,0.3689
3700000,0,7.06062,74.1818,0.365042,0.371685
3710000,0,5.37953,66.5625,0.188736,0.3647
3720000,0,7.38601,82.3213,0.0358765,0.362133
3730000,0,6.38849,70.3643,0.305611,0.3709
3740000,4,28.5819,60.5398,1.68187,0.382811
3750000,0,7.25479,64.5587,0.0972329,0.372275
3760000,1,10.042,62.5384,2.92714,0.3968
3770000,1,12.7936,61.4091,1.08782,0.37545
3780000,0,6.98816,69.6617,0.33909,0.3727
3790000,0,6.68059,68.4519,0.232903,0.385133
3800000,5,36.052,84.1365,2.27422,0.374625
3810000,1,13.8241,79.308,0.857217,0.371567
3820000,0,6.60353,63.4516,0.0914043,0.413567
3830000,0,7.27028,74.8279,0.130859,0.377733
3840000,0,5.38845,54.3211,1.47747,0.40375
3850000,4,31.5664,74.1844,1.79371,0.3892
3860000,4,21.0166,68.4873,4.28225,0.3708
3870000,0,6.16815,67.1193,0.855763,0.3924
3880000,0,6.1943,57.3349,0.414193,0.3978
3890000,3,19.8187,78.4723,1.81995,0.3939
3900000,2,15.3945,68.842,1.40782,0.379071
3910000,1,13.6942,84.9753,0.34613,0.3706
3920000,1,13.3853,84.1824,1.31885,0.3621
3930000,2,18.0372,78.427,1.25101,0.40012
3940000,0,6.45936,74.2798,0.433846,0.382487
3950000,0,7.35704,66.1992,0.0408485,0.37538
3960000,0,7.1586,70.8673,0.249629,0.3775
3970000,0,7.01853,70.1134,0.157565,0.38824
3980000,0,7.24298,64.4897,0.149495,0.3918
3990000,3,18.9351,64.8803,4.81136,0.39902
4000000,1,12.6361,79.1984,1.08286,0.381533
4010000,0,5.87591,63.7927,0.171064,0.4087
4020000,2,16.4064,72.2811,0.583119,0.370275
4030000,1,13.8104,76.7772,0.430364,0.379433
4040000,0,5.43964,76.3399,0.499995,0.402067
4050000,1,12.4317,74.479,1.23402,0.4094
4060000,5,33.899,67.3061,2.15357,0.395157
4070000,0,6.52793,79.0484,0.155017,0.40525
4080000,0,4.74652,59.8579,1.38197,0.37475
4090000,6,39.0554,73.3823,3.37874,0.369133
4100000,1,10.5895,68.6662,0.869913,0.399667
4110000,1,11.8752,67.0436,1.91479,0.366967
4120000,2,19.1962,70.7103,0.829452,0.4047
4130000,0,6.90796,74.002,0.172394,0.393
4140000,2,18.531,68.9403,0.709563,0.4005
4150000,0,6.12563,75.0888,0.99947,0.4017
4160000,3,24.0471,58.3033,1.36848,0.385246
4170000,3,24.7797,78.1606,1.77187,0.3818
4180000,0,6.0967,65.331,0.607171,0.3714
4190000,0,5.49313,71.0753,0.2285,0.399114
4200000,0,6.56708,66.1493,0.394436,0.39688
4210000,1,13.6862,65.2785,0.90834,0.3835
4220000,2,21.4499,62.2373,0.23083,0.39105
4230000,3,20.3531,63.5972,1.45918,0.386564
4240000,2,19.6184,68.9972,1.58064,0.38955
4250000,0,7.32372,84.074,0.00431808,0.3851
4260000,1,7.76835,77.2772,2.47894,0.3699
4270000,0,6.93874,71.1614,0.419236,0.397775
4280000,1,12.8996,63.1732,1.77097,0.3692
4290000,3,25.4922,79.9353,1.5256,0.384163
4300000,1,13.6731,65.0915,0.626838,0.378283
4310000,5,32.7111,72.6022,3.79631,0.3893
4320000,0,6.58669,72.2336,0.653636,0.383625
4330000,2,18.9622,66.3342,2.32763,0.38495
4340000,0,5.60847,72.6743,1.29553,0.3767
4350000,1,12.2304,84.5838,0.431801,0.372422
4360000,1,12.9889,62.9749,1.60945,0.3987
4370000,0,6.3314,71.1623,0.523476,0.37595
4380000,1,10.9693,81.2546,1.92408,0.38745
4390000,1,11.5859,71.2295,2.867,0.404067
4400000,0,6.63545,78.4052,0.452534,0.38194
4410000,2,18.3157,70.3293,1.09234,0.366067
4420000,2,19.4702,74.6299,1.38174,0.3728
4430000,0,6.78141,64.6111,0.207278,0.383475
4440000,0,5.63704,69.7076,0.755724,0.375971
4450000,0,7.27013,79.0307,0.195825,0.388
4460000,0,6.11238,78.124,0.145566,0.395675
4470000,7,42.9803,62.955,1.99968,0.3874
4480000,0,6.44035,64.3343,0.457145,0.39998
4490000,0,6.11913,78.9309,1.13358,0.3844
4500000,2,15.6623,69.8093,2.55957,0.37348
4510000,1,9.67192,76.737,1.04754,0.395
4520000,0,6.48162,80.4659,0.864203,0.3768
4530000,1,13.1765,80.5467,0.781047,0.387667
4540000,0,7.39674,71.3212,0.0426619,0.37825
4550000,1,11.4509,80.2619,0.483967,0.373133
4560000,1,12.8852,72.394,0.897735,0.3947
4570000,4,30.3136,66.5847,1.58953,0.386433
4580000,1,12.7992,71.0897,0.67323,0.37894
