generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1680000,Rana_shuchinae,Rana_johnsi,0,0.0670757,-0.0326691,0.12387,0
1680000,Rana_dalmatina,NA,32.8263,0.237681,-0.0413067,0.076868,0
1680000,Rana_johnsi,Rana_macrocnemis,6.52485,0.177679,-0.039665,0.00244048,0
1690000,Rana_shuchinae,Rana_johnsi,0,0.103244,-0.0243422,0.0092627,0
1700000,Rana_shuchinae,Rana_johnsi,0,0.439819,-0.0708912,0.0213744,0
1710000,Rana_shuchinae,Rana_johnsi,0,0.204191,-0.0455159,0.00325122,0
1720000,Rana_shuchinae,Rana_johnsi,0,0.578455,-0.0730946,0.00800285,0
1730000,Rana_shuchinae,Rana_johnsi,0,0.201758,-0.0421624,0.00368566,0
1730000,Rana_shuchinae,NA,22.4467,0.0172841,-0.0255374,0.198316,0
1730000,Rana_johnsi,Rana_zhengi,29.3447,0.425181,-0.00879164,0.234944,0
1730000,Rana_macrocnemis,NA,31.4331,0.279286,-0.0033101,0.106604,0
1740000,Rana_shuchinae,Rana_johnsi,0,0.227995,-0.0464154,0.0212813,0
1750000,Rana_shuchinae,Rana_johnsi,0,0.14727,-0.0441125,0.000440965,0
1750000,Rana_shuchinae,NA,31.8387,0.00191091,0.0100014,0.287658,0
1760000,Rana_shuchinae,Rana_johnsi,0,0.183216,-0.034373,0.0248118,0
1770000,Rana_shuchinae,Rana_johnsi,0,0.135996,-0.028977,0.00390124,0
1780000,Rana_shuchinae,Rana_johnsi,0,0.154689,-0.0463637,0.0164345,0
1790000,Rana_shuchinae,Rana_johnsi,0,0.242019,-0.0379624,0.00271885,0
1800000,Rana_shuchinae,Rana_johnsi,0,0.0470279,-0.00235115,0.00151907,0
1800000,Rana_shuchinae,NA,16.6836,0.226165,-0.0479803,0.239663,0
1810000,Rana_shuchinae,Rana_johnsi,0,0.0859889,-0.0254013,0.000648251,0
1820000,Rana_shuchinae,Rana_johnsi,0,0.12333,-0.0194721,0.0122324,0
1830000,Rana_shuchinae,Rana_johnsi,0,0.279101,-0.0251528,0.135698,0
1840000,Rana_shuchinae,Rana_johnsi,0,0.0816033,-0.0150191,0.0101235,0
1840000,Rana_shuchinae,NA,10.9515,0.0113431,-0.0173312,0.248437,0
1850000,Rana_shuchinae,Rana_johnsi,0,0.194038,-0.0459848,0.0316926,0
1860000,Rana_shuchinae,Rana_johnsi,0,0.279985,-0.0565423,0.00881479,0
1870000,Rana_shuchinae,Rana_johnsi,0,0.128609,-0.032722,0.00445479,0
1880000,Rana_shuchinae,Rana_johnsi,0,0.208748,-0.0604897,0.0144154,0
1890000,Rana_shuchinae,Rana_johnsi,0,0.171309,-0.0398812,0.013674,0
1890000,Rana_shuchinae,NA,1.76204,0.0398496,-0.00547899,0.00224103,0
1900000,Rana_shuchinae,Rana_johnsi,0,0.373286,-0.0594938,0.0234772,0
1910000,Rana_shuchinae,Rana_johnsi,0,0.297465,-0.0596898,0.0257819,0
1910000,Rana_shuchinae,NA,14.5147,0.109563,-0.0438403,0.450064,0
1920000,Rana_shuchinae,Rana_johnsi,0,0.321708,-0.0564211,0.00358378,0
1920000,Rana_shuchinae,NA,15.7497,0.105569,0.00588075,0.347882,0
1930000,Rana_shuchinae,Rana_johnsi,0,0.179895,-0.0360036,0.020632,0
1940000,Rana_shuchinae,Rana_johnsi,0,0.202223,-0.0480129,0.0329238,0
1950000,Rana_shuchinae,Rana_johnsi,0,0.222367,-0.0593892,0.000843234,0
1960000,Rana_shuchinae,Rana_johnsi,0,0.204345,-0.0368221,0.0130673,0
1970000,Rana_shuchinae,Rana_johnsi,0,0.0922707,-0.0167771,0.0212321,0
1980000,Rana_shuchinae,Rana_johnsi,0,0.275159,-0.0550557,0.0298713,0
1990000,Rana_shuchinae,Rana_johnsi,0,0.0647926,-0.0120141,0.0110828,0
1990000,Rana_shuchinae,NA,2.30649,0.0751384,0.0389078,0.154476,0
2000000,Rana_shuchinae,Rana_johnsi,0,0.124919,-0.0280395,0.00294591,0
2000000,Rana_shuchinae,NA,14.1923,0.0385299,-0.0126492,0.119022,0
2010000,Rana_shuchinae,Rana_johnsi,0,0.216021,-0.0395003,0.0238146,0
2020000,Rana_shuchinae,Rana_johnsi,0,0.288845,-0.0506617,0.0409285,0
2030000,Rana_shuchinae,Rana_johnsi,0,0.151133,-0.0352548,4.05487e-005,0
2040000,Rana_shuchinae,Rana_johnsi,0,0.216553,-0.0415307,0.0262585,0
2050000,Rana_shuchinae,Rana_johnsi,0,0.254637,-0.0475343,0.0285641,0
2060000,Rana_shuchinae,Rana_johnsi,0,0.28637,-0.0526383,0.0175517,0
2070000,Rana_shuchinae,Rana_johnsi,0,0.326599,-0.0437242,0.100379,0
2080000,Rana_shuchinae,Rana_johnsi,0,0.339624,-0.0608408,0.0221819,0
2090000,Rana_shuchinae,Rana_johnsi,0,0.182368,-0.0485381,0.00389495,0
2100000,Rana_shuchinae,Rana_johnsi,0,0.13785,-0.0280914,0.0721707,0
2110000,Rana_shuchinae,Rana_johnsi,0,0.265626,-0.0590382,0.00559581,0
2120000,Rana_shuchinae,Rana_johnsi,0,0.184692,-0.0432994,0.0389046,0
2120000,Rana_shuchinae,NA,35.4774,0.165935,-0.0112436,0.0253841,0
2130000,Rana_shuchinae,Rana_johnsi,0,0.224933,-0.0478806,0.0102091,0
2140000,Rana_shuchinae,Rana_johnsi,0,0.257343,-0.0665617,0.00660921,0
2140000,Rana_pirica,NA,26.5623,0.190063,-0.0238966,0.182552,0
2150000,Rana_shuchinae,Rana_johnsi,0,0.2332,-0.0682068,0.00956181,0
2160000,Rana_shuchinae,Rana_johnsi,0,0.269026,-0.050974,0.00910335,0
2170000,Rana_shuchinae,Rana_johnsi,0,0.319862,-0.0720925,0.0231981,0
2180000,Rana_shuchinae,Rana_johnsi,0,0.264507,-0.0489577,0.0488059,0
2190000,Rana_shuchinae,Rana_johnsi,0,0.277449,-0.0639218,0.00102801,0
2190000,Rana_shuchinae,NA,28.7429,0.0928378,0.00512455,0.516933,0
2200000,Rana_shuchinae,Rana_johnsi,0,0.248768,-0.039635,0.0196762,0
2210000,Rana_shuchinae,Rana_johnsi,0,0.262024,-0.0471813,0.036429,0
2220000,Rana_shuchinae,Rana_johnsi,0,0.371267,-0.0555142,0.0743379,0
2230000,Rana_shuchinae,Rana_johnsi,0,0.0657476,0.00108857,0.01296,0
2240000,Rana_shuchinae,Rana_johnsi,0,0.122859,-0.0230159,0.0256458,0
2240000,Rana_shuchinae,NA,13.8708,0.0590166,-0.0226188,0.311652,0
2250000,Rana_shuchinae,Rana_johnsi,0,0.184496,-0.0494665,0.0207354,0
2250000,Rana_shuchinae,NA,28.7719,0.104191,0.0148139,0.717058,0
2250000,Rana_johnsi,Rana_zhengi,30.2299,0.805721,0.0151893,0.646659,0
2260000,Rana_shuchinae,Rana_johnsi,0,0.0977732,-0.0160357,0.0126664,0
2270000,Rana_shuchinae,Rana_johnsi,0,0.595262,-0.079358,0.00431922,0
2270000,Rana_shuchinae,NA,26.747,0.00331018,-0.0383791,0.894531,0
2280000,Rana_shuchinae,Rana_johnsi,0,0.118462,-0.026905,0.00955755,0
2280000,Rana_graeca,NA,35.2432,0.172425,-0.0185607,0.176364,0
2290000,Rana_shuchinae,Rana_johnsi,0,0.442466,-0.070252,0.00701887,0
2290000,Rana_shuchinae,NA,13.6253,0.0609007,0.0226088,0.352208,0
2290000,Rana_ornativentris,NA,34.9483,0.379484,-0.0254426,0.386207,0
