generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1340000,Rana_shuchinae,Rana_sylvatica,0,0.243145,-0.0452471,0.00259833,0
1350000,Rana_shuchinae,Rana_sylvatica,0,0.339941,-0.0485871,0.036811,0
1360000,Rana_shuchinae,Rana_sylvatica,0,0.285137,-0.0442474,0.0563108,0
1370000,Rana_shuchinae,Rana_sylvatica,0,0.254844,-0.0486306,0.015114,0
1380000,Rana_shuchinae,Rana_sylvatica,0,0.191378,-0.0302477,0.0310869,0
1390000,Rana_shuchinae,Rana_sylvatica,0,0.270348,-0.0345166,0.0415068,0
1400000,Rana_shuchinae,Rana_sylvatica,0,0.25507,-0.0389633,0.0211921,0
1410000,Rana_shuchinae,Rana_sylvatica,0,0.115571,-0.0271826,0.00322371,0
1420000,Rana_shuchinae,Rana_sylvatica,0,0.36529,-0.0520168,0.00117119,0
1430000,Rana_shuchinae,Rana_sylvatica,0,0.114735,-0.0177927,0.0057895,0
1440000,Rana_shuchinae,Rana_sylvatica,0,0.0695345,0.00248477,0.00161516,0
1450000,Rana_shuchinae,Rana_sylvatica,0,0.275057,-0.0440589,0.00780237,0
1460000,Rana_shuchinae,Rana_sylvatica,0,0.101966,-0.00643521,0.0168554,0
1460000,Rana_sauteri,NA,32.9563,0.0208764,-0.0110649,0.363465,0
1460000,Rana_japonica,NA,34.4744,0.136423,0.00688123,0.0352253,0
1470000,Rana_shuchinae,Rana_sylvatica,0,0.535244,-0.0591858,0.0613078,0
1480000,Rana_shuchinae,Rana_sylvatica,0,0.140347,-0.0243245,0.000431113,0
1490000,Rana_shuchinae,Rana_sylvatica,0,0.14784,-0.028519,9.00414e-005,0
1500000,Rana_shuchinae,Rana_sylvatica,0,0.300365,-0.0519148,0.0169027,0
1510000,Rana_shuchinae,Rana_sylvatica,0,0.276471,-0.0403487,0.0557283,0
1520000,Rana_shuchinae,Rana_sylvatica,0,0.243779,-0.0495784,0.0222624,0
1530000,Rana_shuchinae,Rana_sylvatica,0,0.252047,-0.0480951,0.0224138,0
